Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-04,England,1396,636003,141,0.219
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-05,England,1088,692840,139,0.157
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-06,England,455,614959,142,0.074
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-04,Wales,118,151597,19,0.078
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-05,Wales,79,183962,19,0.043
Sheep,Total Rejection,Emaciation/Generalised Oedema,2018-06,Wales,19,182658,19,0.01
Sheep,Total Rejection,Generalised Tuberculosis (Suspect),2018-04,England,3,636003,141,0
Sheep,Total Rejection,Hydatidosis,2018-06,England,1,614959,142,0
Sheep,Total Rejection,Jaundice,2018-04,England,25,636003,141,0.004
Sheep,Total Rejection,Jaundice,2018-05,England,12,692840,139,0.002
Sheep,Total Rejection,Jaundice,2018-06,England,10,614959,142,0.002
Sheep,Total Rejection,Jaundice,2018-04,Wales,4,151597,19,0.003
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-04,England,218,636003,141,0.034
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-05,England,214,692840,139,0.031
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-06,England,134,614959,142,0.022
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-04,Wales,23,151597,19,0.015
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-05,Wales,40,183962,19,0.022
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2018-06,Wales,16,182658,19,0.009
Sheep,Total Rejection,Other,2018-04,England,163,636003,141,0.026
Sheep,Total Rejection,Other,2018-05,England,172,692840,139,0.025
Sheep,Total Rejection,Other,2018-06,England,77,614959,142,0.013
Sheep,Total Rejection,Other,2018-04,Wales,41,151597,19,0.027
Sheep,Total Rejection,Other,2018-05,Wales,44,183962,19,0.024
Sheep,Total Rejection,Other,2018-06,Wales,12,182658,19,0.007
Sheep,Total Rejection,Polyarthritis,2018-04,England,189,636003,141,0.03
Sheep,Total Rejection,Polyarthritis,2018-05,England,237,692840,139,0.034
Sheep,Total Rejection,Polyarthritis,2018-06,England,115,614959,142,0.019
Sheep,Total Rejection,Polyarthritis,2018-04,Wales,149,151597,19,0.098
